vid,session,single/multi,test/train,pred,color pair,initial nan,vel nan,correct,final nan,levers,mags,trial type,familiarity,fiber pho,initial nan no tail,vel nan no tail
092424_Cam1_TrNum14_Coop_KL002B-KL006R,092424_FiberPho_KL002B-KL001_TimeOut,multi,test,True,RB,0.5780517313308302,0.594017521902378,False,-1,True,True,coop,UF,True,0.5207890070921986,0.539677200667501
092424_Cam1_TrNum10_Coop_KL002B-KL001Y,092424_FiberPho_KL002B-KL001_TimeOut,multi,test,True,YB,0.7138172584387724,0.7377916903813319,False,-1,True,True,coop,UF,True,0.6612560746026881,0.6907042161026224
092424_Cam2_TrNum8_Coop_KL005Y-KL003G,092424_FiberPho_KL005Y-KL008_TimeOut,multi,test,True,GY,0.6124159800520381,0.6413188421509106,False,-1,True,True,coop,UF,True,0.5461533770598439,0.5814451431049437
092424_Cam2_TrNum12_Coop_KL005Y-KL008B,092424_FiberPho_KL005Y-KL008_TimeOut,multi,test,True,YB,0.723740908842347,0.7304314540383879,False,-1,False,False,coop,UF,True,0.6830637884836223,0.690801525673976
092524_Cam1_TrNum12_Coop_KL005Y-KL003G,092524_FiberPho_KL005Y-KL003_2X_TimeOut,multi,test,True,GY,0.6316099857195747,0.6535753953562172,False,-1,True,True,coop,UF,True,0.5697757444332787,0.5966738509546728
092524_Cam1_TrNum10_Coop_KL005Y-KL005B,092524_FiberPho_KL005Y-KL003_2X_TimeOut,multi,test,True,YB,0.6960243825915468,0.7227466272242392,False,-1,True,True,coop,TP,True,0.6332526556407153,0.6663193043790059
092524_Cam1_TrNum8_Coop_KL005Y-KL006R,092524_FiberPho_KL005Y-KL003_2X_TimeOut,multi,test,True,RY,0.629503952030526,0.6494712455710002,False,-1,True,True,coop,UF,True,0.571201281002998,0.5954687925865358
092524_Cam2_TrNum8_Coop_KL006G-KL002B,092524_FiberPho_KL006G-KL002_2X_TimeOut,multi,test,False,GB,-1.0,-1.0,False,-1,True,False,coop,UF,True,,
092524_Cam2_TrNum14_Coop_KL006G-KL002Y,092524_FiberPho_KL006G-KL002_2X_TimeOut,multi,test,True,GY,0.5876801689860836,0.6385996520874752,False,-1,True,True,coop,UF,True,0.5005125497017893,0.5637891401590457
092524_Cam2_TrNum12_Coop_KL006G-KL006R,092524_FiberPho_KL006G-KL002_2X_TimeOut,multi,test,True,RG,0.6183129781237418,0.6688766608508925,False,-1,True,True,coop,TP,True,0.5347352704334989,0.5976882297678164
092624_Cam2_TrNum14_Coop_KL002B-KL006R,092624_FiberPho_KL002B-KL006_2X_TimeOut,multi,test,True,RB,0.6578255720670818,0.6831302288268327,False,-1,True,True,coop,UF,True,0.5962772663024792,0.6272491118157161
092624_Cam2_TrNum12_Coop_KL002B-KL002Y,092624_FiberPho_KL002B-KL006_2X_TimeOut,multi,test,True,YB,0.6408870811543677,0.6764026083026664,False,-1,True,True,coop,TP,True,0.5704612951126606,0.6145893860158822
092624_Cam2_TrNum10_Coop_KL002B-KL008G,092624_FiberPho_KL002B-KL006_2X_TimeOut,multi,test,True,GB,0.6122652280641663,0.621587600616544,False,-1,True,True,coop,UF,True,0.5490309413712394,0.5598382999372039
092624_Cam1_TrNum8_Coop_KL003B-KL003G,092624_FiberPho_KL003B-KL005_2X_TimeOut,multi,test,True,GB,0.6121838346764542,0.6582462299529243,False,-1,True,True,coop,TP,True,0.5363440517035027,0.5932238889332163
092624_Cam1_TrNum12_Coop_KL003B-KL001Y,092624_FiberPho_KL003B-KL005_2X_TimeOut,multi,test,True,YB,0.6837067441993044,0.7149649392851035,False,-1,True,True,coop,UF,True,0.6191137905478593,0.6579157402656634
092624_Cam1_TrNum10_Coop_KL003B-KL005Y,092624_FiberPho_KL003B-KL005_2X_TimeOut,multi,test,True,YB,0.6924090308046428,0.7286252999657182,False,-1,True,True,coop,UF,True,0.632701160683677,0.6775184876830403
092724_Cam2_TrNum11_Coop_KL007Y-KL003G,092724_FiberPho_KL007Y_KL003_TimeOut,multi,test,True,GY,0.5743534249540093,0.6108862677199437,False,-1,True,True,coop,UF,True,0.4893815604371821,0.5344727302240018
092724_Cam2_TrNum15_Coop_KL007Y-KL003B,092724_FiberPho_KL007Y_KL003_TimeOut,multi,test,True,YB,0.5093550853938312,0.5290976293652817,False,-1,True,True,coop,UF,True,0.405596800917665,0.4297173719092531
092724_Cam1_TrNum15_Coop_KL008G-KL008B,092724_FiberPho_KL008G_KL002_TimeOut,multi,test,True,GB,0.6164999479003855,0.6269615504845264,False,-1,True,False,coop,TP,True,0.55450922163176,0.5670782536209232
092724_Cam1_TrNum9_Coop_KL008G-KL006R,092724_FiberPho_KL008G_KL002_TimeOut,multi,test,True,RG,0.520522016337916,0.5285594739988045,False,-1,True,True,coop,UF,True,0.4319386331938633,0.4415222155807929
092724_Cam1_TrNum13_Coop_KL008G-KL002Y,092724_FiberPho_KL008G_KL002_TimeOut,multi,test,True,GY,0.5548712145705356,0.5699671300786723,False,-1,True,True,coop,UF,True,0.4848986959801702,0.5026875202069189
093024_Cam2_TrNum13_Coop_KL004G-KL001Y,093024_FiberPho_KL004G-KL001_TimeOut,multi,test,True,GY,0.6783274372209013,0.7155483384561852,False,-1,True,True,coop,UF,True,0.6076813779504726,0.6538812851591951
093024_Cam2_TrNum10_Coop_KL004G-KL005B,093024_FiberPho_KL004G-KL001_TimeOut,multi,test,True,GB,0.6402694835398973,0.6727095399573868,False,-1,True,True,coop,UF,True,0.5655890826156108,0.6057677880142844
093024_Cam1_TrNum9_Coop_KL007Y-KL003G,093024_FiberPho_KL007Y_KL003_2X_TimeOut,multi,test,True,GY,0.5458672510958046,0.5799311208515967,False,-1,True,True,coop,UF,True,0.4631261740763932,0.5049546023794614
093024_Cam1_TrNum14_Coop_KL007Y-KL003B,093024_FiberPho_KL007Y_KL003_2X_TimeOut,multi,test,True,YB,0.5527664447784697,0.5699448858349438,False,-1,True,True,coop,UF,True,0.4638089614200845,0.4846020327821916
100124_Cam2_TrNum15_Coop_KL004G-KL005B,100124_FiberPho_KL004G-KL001_2X_TimeOut,multi,test,True,GB,0.6022142744438016,0.6151186030610635,False,-1,False,False,coop,UF,True,0.5309985273234104,0.5464550570662179
100124_Cam2_TrNum9_Coop_KL004G-KL001Y,100124_FiberPho_KL004G-KL001_2X_TimeOut,multi,test,True,GY,0.6806446509788412,0.7192129721178564,False,-1,True,True,coop,UF,True,0.6130363852086217,0.6609402807988927
100124_Cam1_TrNum13_Coop_KL008G-KL002Y,100124_FiberPho_KL008G_KL002_2X_TimeOut,multi,test,True,GY,0.5401494136065259,0.5536955148452306,False,-1,True,True,coop,UF,True,0.4700314482682853,0.485965008651707
100124_Cam1_TrNum11_Coop_KL008G-KL008B,100124_FiberPho_KL008G_KL002_2X_TimeOut,multi,test,True,GB,0.628075212083592,0.6371379060624871,False,-1,True,True,coop,TP,True,0.5639516087316366,0.5747885630043451
100124_Cam1_TrNum15_Coop_KL008G-KL006R,100124_FiberPho_KL008G_KL002_2X_TimeOut,multi,test,True,RG,0.4652991947792221,0.4706515446555444,False,-1,True,True,coop,UF,True,0.3722764591337298,0.3783320614704489
100224_Cam2_TrNum12_Coop_KL002Y-KL002B,100224_FiberPho_KL002Y-KL003_TimeOut,multi,test,True,YB,0.5895668885990802,0.6326583842405107,False,-1,True,True,coop,TP,True,0.505628389045233,0.559140984281694
